com.unity3d.player.UnityPlayer.executeGLThreadJobs,244
com.wsi.android.weather.utils.settings.AppConfigParser$14.start,199
com.unity3d.player.UnityPlayer.onTouchEvent,114
android.net.ConnectivityManager.getActiveNetworkInfo,62
android.content.UriMatcher.match,40
android.content.ContentProviderOperation.newInsert,34
android.content.ContentResolver.notifyChange,34
android.content.ContentUris.withAppendedId,34
com.weather.util.net.HttpRequest$8.run,28
java.lang.Object.create,28
com.xsj.crasheye.NativeExceptionHandler$2.run,27
android.content.Context.startService,26
com.cmplay.kinfoc.report.service.KinfocReportSerivce.onStartCommand,20
com.squareup.okhttp.internal.huc.HttpURLConnectionImpl.execute,20
com.weather.dal2.system.TwcBus$1.run,20
java.net.HttpURLConnection.<init>,20
com.umeng.analytics.g.run,18
com.weather.Weather.config.ConfigurationManagers$1.run,16
java.net.URL.openConnection,16
android.content.ContentResolver.insert,14
com.turbochilli.rollingsky.util.g.run,14
java.lang.Thread.start,14
javax.net.ssl.HttpsURLConnection.<init>,14
com.cleanmaster.base.crash.util.debug.b.run,10
java.lang.Object.start,8
java.net.Socket.<init>,8
android.content.ContentResolver.delete,6
com.turbochilli.rollingsky.commons.RollingSkyService.onStartCommand,6
com.turbochilli.rollingsky.util.f.run,6
com.unity3d.player.WWW.run,6
com.unity3d.player.WWW.runSafe,6
com.wsi.android.weather.utils.settings.AppConfigParser$16.start,6
com.wsi.android.weather.utils.settings.AppConfigParser$19.start,6
com.wsi.android.weather.utils.settings.AppConfigParser$21.start,6
java.net.URLConnection.getInputStream,6
android.os.HandlerThread.start,4
com.comscore.utils.task.CustomThreadPoolExecutor.execute,4
com.comscore.utils.task.TaskExecutor.execute,4
com.turbochilli.rollingsky.ad.a.b.onPaused,4
com.unity3d.player.UnityPlayer$21.run,4
com.unity3d.player.UnityPlayer$c.run,4
com.unity3d.player.b$2.run,4
com.weather.facade.WeatherDataManager.onReceiveWeatherData,4
com.wsi.android.weather.utils.settings.AppConfigParser$13.start,4
com.chartboost.sdk.Chartboost$33.run,2
com.chartboost.sdk.Chartboost$34.run,2
com.chartboost.sdk.Chartboost$5.run,2
com.chartboost.sdk.Chartboost.onPause,2
com.chartboost.sdk.Chartboost.onResume,2
com.chartboost.sdk.Libraries.e$1.run,2
com.cmplay.internalpush.ui.OpenScreenActivity.onClick,2
com.cmplay.internalpush.ui.OpenScreenActivity.onCreate,2
com.cmplay.internalpush.ui.OpenScreenActivity.onDestroy,2
com.cmplay.internalpush.ui.OpenScreenActivity.onPause,2
com.cmplay.internalpush.ui.OpenScreenActivity.onResume,2
com.cmplay.internalpush.ui.OpenScreenActivity.onStart,2
com.comscore.analytics.ad.run,2
com.comscore.analytics.i.run,2
com.comscore.utils.f.run,2
com.facebook.GraphRequest$3.run,2
com.facebook.a.c$1.run,2
com.facebook.a.e$1.run,2
com.facebook.a.e$2.run,2
com.facebook.a.e$a$1.run,2
com.facebook.i$4.run,2
com.prime31.EtceteraPlugin.onPause,2
com.prime31.EtceteraPlugin.onResume,2
com.prime31.UnityPlayerNativeActivity.onPause,2
com.prime31.UnityPlayerNativeActivity.onResume,2
com.squareup.picasso.Dispatcher$NetworkBroadcastReceiver.onReceive,2
com.turbochilli.rollingsky.AppActivity.onPause,2
com.turbochilli.rollingsky.AppActivity.onResume,2
com.turbochilli.rollingsky.ad.a.b.onResume,2
com.turbochilli.rollingsky.ad.b.b.a.onPaused,2
com.turbochilli.rollingsky.ad.b.b.a.onResume,2
com.turbochilli.rollingsky.ad.b.c.a.onResume,2
com.turbochilli.rollingsky.ad.b.d.a.onPaused,2
com.turbochilli.rollingsky.ad.b.d.a.onResume,2
com.turbochilli.rollingsky.util.NativeUtil$1.run,2
com.umeng.analytics.MobclickAgent.onPause,2
com.umeng.analytics.MobclickAgent.onResume,2
com.unity3d.player.UnityPlayer$19.run,2
com.unity3d.player.UnityPlayer$20.run,2
com.unity3d.player.UnityPlayer$5.run,2
com.unity3d.player.UnityPlayer$7.run,2
com.unity3d.player.UnityPlayerActivity.onPause,2
com.unity3d.player.UnityPlayerActivity.onResume,2
com.unity3d.player.UnityPlayerNativeActivity.onPause,2
com.unity3d.player.UnityPlayerNativeActivity.onResume,2
com.weather.Weather.app.FlagshipApplication$1.run,2
com.weather.ads2.factual.FactualConnection.start,2
com.weather.ads2.hyperlocal.HyperLocalConnection.start,2
com.weather.ads2.lotame.LotameConnection.start,2
com.weather.ads2.targeting.DemographicsParameters.start,2
com.weather.ads2.targeting.StaticAdParameters$1.run,2
com.weather.ads2.targeting.StaticAdParameters.start,2
com.weather.ads2.targeting.TargetingManager.start,2
com.weather.ads2.weatherfx.WeatherFxConnection.start,2
com.weather.dal2.system.TwcBus.start,2
com.prime31.PlayGameServicesPlugin.onResume,1
com.squareup.picasso.Picasso$CleanupThread.run,1
com.weather.Weather.app.FlagshipApplication.onCreate,1
com.wsi.android.weather.ui.MapApplication.onCreate,1
android.accounts.AccountManager.getAuthToken,0
android.accounts.AccountManager.invalidateAuthToken,0
android.app.Activity.managedQuery,0
android.app.ActivityManager.getRunningTasks,0
android.app.DownloadManager$Request.<init>,0
android.app.DownloadManager.enqueue,0
android.app.DownloadManager.getUriForDownloadedFile,0
android.app.NotificationManager.notify,0
android.bluetooth.BluetoothDevice.getBluetoothClass,0
android.bluetooth.BluetoothDevice.getBondState,0
android.bluetooth.BluetoothDevice.getName,0
android.content.ContentResolver.acquireContentProviderClient,0
android.content.ContentResolver.openAssetFileDescriptor,0
android.content.ContentResolver.openInputStream,0
android.content.ContentResolver.openOutputStream,0
android.content.ContentResolver.query,0
android.content.ContentResolver.registerContentObserver,0
android.content.ContentUris.parseId,0
android.content.Context.bindService,0
android.content.Context.sendBroadcast,0
android.content.Intent.<init>,0
android.content.Intent.setData,0
android.content.Intent.setDataAndType,0
android.hardware.Camera.open,0
android.location.LocationManager.getLastKnownLocation,0
android.location.LocationManager.requestLocationUpdates,0
android.media.AudioRecord.<init>,0
android.media.MediaPlayer.pause,0
android.media.MediaPlayer.release,0
android.media.MediaPlayer.reset,0
android.media.MediaPlayer.setDataSource,0
android.media.MediaPlayer.start,0
android.media.MediaPlayer.stop,0
android.media.MediaScannerConnection.scanFile,0
android.net.ConnectivityManager.getAllNetworkInfo,0
android.net.ConnectivityManager.getNetworkInfo,0
android.net.Uri.withAppendedPath,0
android.net.wifi.WifiManager.getConnectionInfo,0
android.net.wifi.WifiManager.isWifiEnabled,0
